State,State_Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
OH,Ohio,76401.82585577354,73165.22087521708,71186.39873811875,71038.45899039977,71405.65339394716,72985.35459490781,75356.68783061313,78046.69453153989,82400.69583800959,86771.39564043225,90048.64756944442,94359.18183217592
OK,Oklahoma,50738.170338164244,50251.859671389204,49830.58955956324,51389.13517110267,53166.046339249115,54508.87202504498,56144.51327608173,57582.01010761843,59500.79500407529,61645.43371757919,64497.00489913548,67566.64887601155
OR,Oregon,168118.13112840467,155709.71761970603,151886.6804104477,159972.93794911468,170479.07584498834,180795.43665897715,194676.85038136464,208590.35720572065,220897.0946694508,231775.03445512822,239713.314102564,251922.60910610945
PA,Pennsylvania,127158.0153535354,117111.06180002098,112591.64920583152,112062.3571439534,113357.55515173053,113075.32179966234,113715.36531990962,116564.02059652228,119963.54558720192,123602.41185352956,127070.17938844861,133166.64557403635
RI,Rhode Island,192551.1189655173,181054.16833333328,167225.7527777777,168021.5086520947,179097.988925519,181297.2537878788,185105.19776119402,193748.47794117648,207118.77941176467,213230.27573529416,222553.5632352941,233010.49441764713
SC,South Carolina,117591.98424479166,108489.16834577115,101925.25653256706,102353.9101584022,103296.77371669914,116747.76154678658,116554.81606118617,118187.13179447057,121452.21286305464,127594.21806167408,132536.9400881057,138789.42780220264
SD,South Dakota,101737.85429197997,100430.00213675214,100242.89761904762,102114.024983165,103350.05607638892,103049.45345911951,105832.61398305085,111868.2148148148,116853.71874999996,121879.6593137255,124636.43088235296,129963.36319705888
TN,Tennessee,92472.81523255819,89874.45253303972,89211.58724855391,90478.52520408168,94397.2995424837,97161.27767295593,103224.56462829736,108390.13808980217,114236.82805431365,120925.5948087432,127445.8386885246,134001.23678983602
TX,Texas,100634.94128982532,97409.30742445268,96975.0693659283,100057.50387163437,106405.40323843174,113628.50490820428,120396.12996501832,127535.46055316384,134892.18098369933,142490.07885021088,148131.20358649798,154873.8792269558
UT,Utah,164795.71333333335,158336.52300000002,154966.88069306934,166047.86132686088,174055.27349206345,179923.7484567901,191634.88181818175,206444.0343843844,226411.7964601769,245280.89233038347,260609.56283185838,274598.45835221244
VA,Virginia,157646.46791024585,153770.08374883284,150335.68131915724,153005.57222059305,156102.47306079665,155350.0091357141,155181.2752708732,157918.11371786892,162672.32426608654,168397.58079450415,173401.37060931907,181463.07255053762
VT,Vermont,166740.73757575755,164267.08245614034,163764.59844470042,163721.83741319444,162119.62765567764,166097.3128787879,164285.01881613757,172052.37813725503,179007.86818181822,186103.01041666666,189407.98863636365,197541.68995454538
WA,Washington,179577.06311199078,163327.24791973483,154832.6046727415,160958.61414201674,171663.27999213818,183154.13932360132,201560.20136808266,223387.09418890649,246814.9396901545,259710.03837953106,274493.66247334745,289516.17370641034
WI,Wisconsin,101404.61246412458,98058.29495504494,94364.17313096949,93609.17559459602,95295.1623088243,98452.10016196957,101206.4683787023,107502.68109220886,113238.52219099595,118787.20967741933,124057.37661290335,129797.70659731195
WV,West Virginia,64772.809824561395,63812.52868757259,63686.02920751635,63045.847945205496,63223.92315672648,57535.28447206552,58026.975719184,58254.87321772639,59641.15844185656,61192.20018365481,62609.25922865013,65180.60592148758
WY,Wyoming,149523.11860465116,149580.49427083335,172258.9408333333,178593.785620915,196038.37962962964,196697.8271111111,199104.67543859658,197626.55274509804,199383.83219696974,207385.2945075757,215586.83863636368,224208.70850909085
