110,Agency,IA,80470.1,83918.91667,86358.5,91014.66667,92099.91667,95112.91667,99275.66667,103705.0833,103179.3333,104690.9167,107073.5,111998.881
111,Agency,MO,165610.5,161871.5,161115.9167,163392.3333,170683.6667,176449.75,186327.6667,197879.5,211548.1667,213001.9167,222945.1,235207.0805
112,Agness,OR,211491.7,208433.6667,217929.1667,224699.0833,250374.1667,273409.0833,284694.4167,310942.0833,326659.8333,331996,347325.1,363996.7048
113,Agoura Hills,CA,614670.4,584032.4167,563108,650111.25,717634.8333,729405.6667,766283.1667,803002.0833,854864.75,850056.75,871819.6,914538.7604
114,Agra,OK,85964.9,83777.75,84695.66667,86910.75,88824.25,92158.33333,93463.91667,98998.08333,104885.5,107391.8333,113652,117743.472
115,Agua Dulce,TX,54669.5,62317.91667,76456.75,77996.33333,77431.91667,83338.25,82357.16667,78883.16667,75512.5,75173.91667,87833.5,97758.6855
116,Aguanga,CA,189776.9,187240.5,183243.6667,203985.9167,251874.3333,282293.1667,301892.5833,322423.3333,362078.0833,376864.8333,386252.1,404405.9487
117,Aguila,AZ,211698.6,193613.0833,183619.6667,192873.9167,195734.25,207642.5,212066.75,223950.75,241129.5,257653.25,277678.4,293228.3904
118,Aguilar,CO,80495.4,80048.33333,83420.91667,88317.33333,95825.41667,107704.5833,117762.1667,131215.8333,145134.6667,152328.6667,150540.5,155508.3365
119,Ahmeek,MI,26857,28032.91667,28893.66667,30539.58333,32275.33333,34895,36471.83333,38086.91667,37295,39375.75,43941.5,46402.224
120,Ahoskie,NC,88134.4,90133.08333,89012.16667,89702.5,91249.08333,92876.83333,97713.66667,102781.3333,108307.4167,112090.0833,112277,116768.08
121,Ahwahnee,CA,233843.5,226670.1667,227073,249327.25,272128.4167,274223,281674.9167,298612.1667,327230.25,334842.75,347462,364487.638
122,Aibonito,UT,111092.9,117121.6667,117520.5833,121165.8333,124528.3333,130141.4167,124985.75,127200.25,127485.8333,130392.5,119485.1,125220.3848
123,Aiea,HI,516001.7,527942,515519.8333,532860.25,566306.0833,596832.1667,628832.75,666528.1667,694929.4167,700421.1667,691162.2,713279.3904
124,Aiken,SC,158198.5667,155102.8056,145832.0278,145288.8056,144689.0833,144912.6389,148190.5278,150502.9167,158307.0556,165780.5833,172199.6333,182263.1634
125,Ailey,GA,86181.5,84433.33333,80628.83333,83572.33333,89359.75,95169.08333,100450.9167,106661.75,114997.8333,120976.5833,124735.6,130223.9664
126,Ainsworth,IA,116375.7,113262.5833,113406.25,118259.75,124030.0833,129070.25,131148,137112.0833,141838.5833,146986.6667,153774.1,159925.064
127,Ainsworth,NE,,,,,,,,,83383.88889,88961.75,90160.6,93767.024
128,Airville,PA,189201.5,174356.9167,167528.8333,164140.8333,164102.3333,167749.4167,176668.75,182881.9167,189031.25,194795.8333,199297.4,206073.5116
129,Airway Heights,WA,160400,149748.5833,145411.75,147920.8333,148533.4167,155908.9167,167215.75,185128.75,205084.6667,228530.6667,249240.4,263447.1028
130,Aitkin,MN,174349.4,169285.1667,165303.6667,172158.8333,179887.75,185882.25,194542.75,202260.9167,211056.9167,219939.0833,224641.4,232953.1318
131,Ajo,AZ,73837,71500.5,69767.83333,71345.25,68351.33333,68095.91667,70186.66667,69698,72729.33333,69579.5,72925.2,75040.0308
132,Akeley,MN,150506.5,145994.9167,145213.6667,150877.3333,158350.75,162686.6667,169238.5833,176740.9167,184761.9167,193903.75,200000.3,207200.3108
133,Akron,AL,63182.5,59068.16667,61346.91667,67079.16667,67815.33333,65194.58333,69373.66667,73857.58333,79423,86878.83333,96441.7,99238.5093
