index,City,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
106,Amherst,OH,161926.8,161503.83333333337,156468.25,156704.83333333337,157720.0,159706.16666666663,165513.75,174746.66666666663,177601.16666666663,182836.16666666663,187606.6,196611.7168
107,Amity Township,PA,143425.1,138069.83333333337,131710.41666666663,127449.75,126293.16666666669,131955.58333333337,131934.08333333337,134925.0,142048.66666666663,144656.83333333337,151358.8,158624.0224
108,Amityville,NY,251429.0,228433.25,227731.66666666663,215481.16666666663,228954.58333333328,208365.3333333333,211914.3333333333,243683.41666666663,284196.5,290564.66666666674,319468.1,335760.97309999994
109,Ammon,ID,112062.0,108375.16666666669,102000.16666666669,112125.0,113839.91666666669,118580.66666666669,126306.08333333331,136922.16666666663,150655.66666666663,170392.66666666663,190099.9,202646.4934
110,Anacortes,WA,299954.5,280297.5,272421.33333333326,279585.16666666674,285474.5,301017.08333333326,327417.58333333326,356330.5,390555.66666666674,407558.16666666674,424173.9,445382.595
111,Anaheim,CA,279055.65714285715,260051.1547619047,251629.90476190476,294850.09523809527,341369.5595238096,358607.91666666657,386931.4404761905,410990.5,437858.3095238094,444606.25,459138.65714285715,480947.62768571434
112,Anamosa,IA,,,,,92678.88888888886,100899.91666666669,105735.91666666669,108844.08333333331,117234.83333333331,123015.66666666669,126526.6,131714.1906
113,Anchorage,AK,201469.60000000003,198470.36538461535,200936.78846153844,204948.28205128206,210413.5576923077,215043.92307692306,217345.8012820513,215605.3397435897,216860.4038461538,224667.62179487178,231064.58461538464,240924.8546461538
114,Anderson,IN,104801.46666666667,101176.27777777777,97627.16666666667,92144.25000000001,92671.52777777777,93582.08333333333,96597.75,99793.86111111112,108846.38888888889,117434.13888888888,124387.06666666665,132244.03503333332
115,Anderson,SC,107757.7,99298.3125,97178.25,105321.1875,108856.10416666667,113636.70833333334,115436.79166666669,120728.43750000001,123679.1875,130793.72916666669,137032.375,145034.5453
116,Andersonville,TN,,,170798.2,169769.75,175343.0,178506.33333333337,184220.3333333333,189916.66666666663,200253.16666666663,224737.8333333333,245253.8,258006.9976
117,Andover,KS,158880.1,157915.25,156868.66666666663,166397.16666666663,164085.08333333337,163987.91666666663,168741.66666666663,167223.33333333337,175274.91666666663,183436.75,185821.2,194183.15399999998
118,Andover,MA,235693.3,225861.08333333328,214161.75,225840.0,240336.58333333328,246410.41666666663,258068.83333333328,274020.75,291119.25,303859.83333333326,312538.0,330040.128
119,Andover,MN,157503.2,140047.0,131886.08333333337,130157.75,141794.0,142754.08333333337,155410.5,163215.41666666663,170634.5,187978.16666666663,199972.9,208971.6805
120,Angel Fire,NM,93485.1,95617.5,98005.41666666669,99859.58333333331,98290.25,98386.75,101984.5,105440.75,108385.83333333331,112474.16666666669,117097.2,122366.57400000001
121,Angier,NC,,,,,,,,120850.33333333331,128206.0,145685.16666666663,162107.1,171185.0976
122,Angola,IN,139937.4,138596.16666666663,138650.16666666663,140175.75,143856.66666666663,149354.33333333337,154158.83333333337,160778.5,171308.25,181236.0833333333,188726.5,196275.56
123,Anita,IA,,,,,,,97731.0,102569.16666666669,109931.58333333331,113439.16666666669,117645.0,123291.96
124,Ankeny,IA,119976.6,114607.375,112486.66666666666,115551.16666666669,117630.91666666669,121448.83333333331,128175.83333333331,135048.0833333333,142756.1666666667,147484.45833333337,152147.8,159219.59405
125,Ann Arbor,MI,157521.8,155553.97916666663,156372.64583333334,169621.56249999997,191298.33333333334,200185.58333333334,212728.68749999997,225363.35416666663,242329.20833333328,255179.37500000003,252892.775,262150.2518
126,Anna,TX,142215.7,124942.33333333331,123934.08333333331,135501.66666666663,148865.08333333337,159977.0,177302.33333333337,197178.0,211599.25,233809.25,225465.7,235160.7251
127,Anna Maria,FL,,,,,,,,,353441.4,363742.41666666674,359419.2,371639.4528
128,Annandale,MN,94834.0,97271.5,100120.66666666669,106775.66666666669,108497.33333333331,112350.33333333331,120694.75,132184.5,146955.66666666663,155990.08333333337,159469.3,167761.7036
129,Annandale,VA,149134.1,150673.25,156071.83333333337,170734.58333333337,187053.66666666663,187884.0833333333,190852.75,195699.66666666663,200021.5833333333,207501.16666666663,218447.5,230243.665
130,Annapolis,CA,,,,421545.66666666674,427981.41666666674,450957.25,445826.83333333326,491856.66666666674,528569.9166666665,526185.75,516445.3,525224.8701
131,Annapolis,MD,285520.1666666667,270168.3611111111,262939.61111111107,267517.4722222222,274875.75,277069.3333333333,280961.0277777777,288078.44444444444,301365.30555555556,304692.38888888893,308946.63333333336,322985.1628
132,Anniston,AL,143204.5,138748.5,137585.83333333337,136947.0,136877.66666666663,138396.16666666663,139888.41666666663,143679.75,149735.66666666663,157670.83333333337,155811.8,162200.08379999993
133,Annville,PA,156465.6,151052.5,150705.08333333337,147220.16666666663,143371.66666666663,144099.75,151303.66666666663,148708.0,150230.5,158102.75,168450.7,176536.3336
134,Ansonia,CT,133467.7,125961.5,110483.58333333331,111571.91666666669,114351.58333333331,114074.33333333331,106658.83333333331,111845.0,121587.91666666669,127939.33333333331,129717.7,136463.0204
135,Anthem,AZ,115331.7,104769.41666666669,109300.25,134429.25,148082.5,152292.91666666663,160556.33333333337,171091.0,188915.16666666663,202003.91666666663,214518.8,226102.8152
136,Antioch,CA,,,194452.0,199995.0833333333,219509.25,243336.91666666663,259604.58333333328,288528.08333333326,298178.83333333326,315336.25,319290.9,329827.4997
137,Antioch,IL,144679.8,136119.25,130797.41666666669,129543.91666666669,139643.83333333337,142266.16666666663,144119.0,152130.25,158140.83333333337,158641.0,160847.7,168085.8465
138,Antrim,NH,,,125562.6,136715.91666666663,148139.16666666663,151779.25,158384.5,165332.08333333337,176686.08333333337,186814.0833333333,189283.2,198179.5104
139,Apache Junction,AZ,57798.1,64532.95833333333,67238.20833333333,75370.20833333334,80760.91666666666,83910.25,87621.70833333334,92945.0,103412.83333333334,115100.58333333334,122552.2,130712.79405
140,Apalachicola,FL,121574.9,108510.91666666669,96664.0,103507.58333333331,113008.33333333331,120450.0,126268.41666666669,132289.08333333337,141276.66666666663,149718.66666666663,157369.8,165710.39939999994
141,Apex,NC,193099.95,188900.54166666663,188669.625,193369.9583333333,204748.625,214764.625,227429.0833333333,241914.70833333328,257785.33333333337,266719.9166666667,270380.5,281903.54175
142,Apollo Beach,FL,132413.0,116327.33333333331,111632.83333333331,120441.41666666669,139279.08333333337,144857.66666666663,155321.33333333337,170892.75,183333.41666666663,189766.91666666663,193006.1,201691.3745
143,Apopka,FL,75653.8,69477.9,72597.83333333334,85277.29166666669,95808.04166666669,94451.08333333334,100714.83333333334,114450.29166666669,121389.83333333331,132075.79166666666,140607.7,147394.06889999995
144,Apple Creek,OH,88241.4,85915.25,84008.66666666669,85345.41666666669,82490.0,87357.0,95476.75,98295.58333333331,100687.08333333331,104008.83333333331,108542.5,115923.39
145,Apple River,IL,176487.2,169122.0,175059.16666666663,175250.58333333337,172219.83333333337,171330.33333333337,169968.0,183070.0,184607.3333333333,202735.41666666663,215281.2,222816.042
146,Apple Valley,CA,146038.35,138701.95833333334,128858.95833333334,146880.16666666666,173541.91666666666,178101.8333333333,183609.7083333333,199559.16666666663,221757.16666666663,223908.41666666663,232698.94999999998,245466.3726
147,Apple Valley,MN,126985.2,106288.58333333331,98564.5,111567.66666666669,125010.0,133482.75,139685.66666666663,150581.5,163809.41666666663,174698.75,184906.0,193781.488
148,Appleton,WI,143972.40000000002,135273.625,129870.6875,134651.8541666667,136919.79166666663,141786.2708333333,145896.9791666667,155008.77083333334,166622.1041666667,176984.2708333333,186873.07499999998,197595.732025
149,Aptos,CA,478582.9,439408.0,474909.16666666674,495182.75,541945.75,577517.5,621544.0,647377.8333333335,697312.8333333335,709327.8333333335,717616.1,757084.9855
150,Aransas Pass,TX,128441.7,127096.91666666669,126908.41666666669,130718.16666666669,134927.0,143429.66666666663,150807.66666666663,159145.75,164848.25,165026.83333333337,169866.3,177000.6846
151,Arcadia,CA,523233.6,498079.04166666674,497467.5000000001,558343.3749999999,616805.625,635242.0833333335,645337.0416666665,667407.125,710104.4166666667,705792.2916666667,708217.1,743817.95005
152,Arcadia,FL,71474.5,66738.5,65455.41666666667,69329.54166666667,74924.91666666667,80033.87500000001,85724.25,93121.75,103058.0,108409.45833333334,112951.5,118748.39669999998
153,Arcanum,OH,165582.7,167522.75,172673.5,161070.33333333337,150710.41666666663,140689.75,137619.83333333337,126929.16666666669,133107.41666666663,140644.91666666663,142159.1,147987.6231
154,Arcata,CA,207029.3,198820.75,184894.41666666663,200878.16666666663,214066.91666666663,240869.16666666663,276379.58333333326,297175.16666666674,310457.0,309046.08333333326,298151.7,314251.89180000004
155,Archbald,PA,,,282575.5,265814.08333333326,249014.16666666663,219799.75,209660.16666666663,190756.25,198870.5833333333,208982.41666666663,198150.1,207265.0046
156,Archbold,OH,134278.9,130332.58333333331,125237.25,122251.75,125236.5,132682.0,137798.75,144227.25,151547.66666666663,158760.33333333337,165902.8,173036.6204
157,Archdale,NC,55611.3,54006.0,52806.25,53019.33333333334,54243.16666666666,55882.33333333334,57890.75,58728.91666666666,62197.33333333334,68021.5,72647.6,76497.9228
