RegionName,City,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
90034,8404,CA,902785.1,898734.4166666665,988906.4166666665,1134359.833333333,1259141.666666667,1396280.416666667,1644362.583333333,1919797.75,2294894.5,2547985.333333333,2797906.9,2988164.5692000007
80134,11170,CO,421777.9,409384.33333333326,407687.41666666674,440153.66666666674,468572.08333333326,494875.58333333326,529721.0833333335,553134.5833333335,584460.5,601785.8333333335,609969.2,637417.8139999999
33139,9288,FL,2815506.8,2788515.5,3118744.916666666,3860628.25,4512101.333333333,5061848.833333333,5629781.75,5875886.333333332,6107166.833333332,6259888.583333332,6188239.7,6386263.3704
60611,2625,IL,2721637.6,2445508.833333333,2240736.083333333,2369657.5,2245535.083333333,2160648.833333333,2297133.833333333,2298998.166666666,2549185.166666666,2445929.25,2340261.3,2429191.2294
95630,4977,CA,502161.3,477482.75,476804.83333333326,562293.75,631576.1666666665,636014.8333333335,664053.75,694899.4166666665,727788.3333333335,744867.5,771497.5,806214.8875
48197,16717,MI,167046.4,159979.16666666663,160555.83333333337,171832.25,191524.16666666663,203342.3333333333,212340.16666666663,225230.58333333328,246366.58333333328,263901.25,269873.1,280937.89709999994
44107,7807,OH,190446.9,184573.75,177771.16666666663,192656.66666666663,199918.3333333333,214003.25,232023.66666666663,255001.16666666663,274649.66666666674,308009.91666666674,327816.2,346173.9072
66062,10774,KS,310141.9,300532.33333333326,296108.5,313531.83333333326,327140.91666666674,338523.66666666674,351205.5,368220.58333333326,385118.83333333326,394480.75,404076.0,425896.104
11211,10286,NY,996637.2,956968.25,1104664.75,1298406.833333333,1519107.5,1740283.0,1967153.166666667,1995245.833333333,2088689.333333333,2084120.833333333,2063004.3,2151713.4849
44035,4490,OH,145324.4,136538.91666666663,128576.66666666669,124986.16666666669,126245.66666666669,130054.75,131141.75,137874.0,141498.41666666663,148615.5,157055.0,165693.025
85281,14328,AZ,200770.4,175399.83333333337,179543.5,218828.0833333333,238922.83333333328,250925.33333333328,272869.66666666674,291953.83333333326,314827.5,331501.83333333326,360672.8,383034.5136
11377,10286,NY,604838.0,638271.3333333335,617091.1666666665,641795.3333333335,702548.0833333335,798655.75,877691.5833333335,990829.0833333335,1066912.916666667,1098906.833333333,1086707.9,1141043.295
10453,10286,NY,430653.1,401940.08333333326,386248.66666666674,383557.33333333326,412126.16666666674,424586.75,460835.16666666674,513646.41666666674,605613.75,654002.5,685315.7,712043.0123
90805,8351,CA,378052.0,361181.91666666674,353173.33333333326,403150.08333333326,447627.5,474034.91666666674,508175.25,551498.25,601347.5833333335,643723.0,672669.0,712356.4709999998
7302,7207,NJ,860918.4,767722.9166666665,787490.8333333335,891339.3333333335,1048739.5,1173090.75,1310689.833333333,1463298.583333333,1572283.583333333,1609419.25,1607305.7,1658739.4824
90650,10585,CA,371560.9,352449.91666666674,349039.5,390406.0,433805.66666666674,456539.91666666674,489130.91666666674,526862.3333333335,570537.4166666665,584284.1666666665,609355.2,644088.4463999999
90044,8404,CA,311918.6,291901.33333333326,294474.25,337886.0,386900.66666666674,412438.0,444463.5,486400.16666666674,542694.3333333335,569400.3333333335,600099.4,642106.358
85710,15131,AZ,188030.2,168926.91666666663,158973.75,173083.25,187404.16666666663,189655.0,194002.91666666663,208322.8333333333,226854.91666666663,241414.33333333328,260342.0,275181.494
92683,16121,CA,589394.6,553786.25,534164.0833333335,604886.3333333335,649129.25,670166.5833333335,705664.9166666665,746239.4166666665,792867.75,809492.75,844167.8,882999.5188000002
85225,2477,AZ,261665.1,235201.66666666663,250253.66666666663,303725.0,328082.33333333326,335776.08333333326,352056.66666666674,366928.33333333326,387709.83333333326,408921.75,434765.6,459547.2392
11234,10286,NY,645562.8,649848.25,638990.0833333335,644143.5,669183.5833333335,697690.5833333335,728504.9166666665,761593.8333333335,830925.5833333335,868235.3333333335,885942.0,924923.448
30281,13953,GA,200473.0,185705.91666666663,174538.08333333337,190232.41666666663,222419.91666666663,232141.5,240546.25,252052.41666666663,265715.83333333326,278449.75,295406.6,313130.99600000004
37075,6446,TN,304120.7,299482.08333333326,296894.08333333326,305180.41666666674,325849.33333333326,328099.91666666674,353763.08333333326,384836.33333333326,411296.16666666674,445106.5,452511.5,470159.4485
11355,10286,NY,669874.5,712582.5,706590.1666666665,742401.75,812049.25,893056.9166666665,992250.6666666665,1073438.083333333,1164114.75,1213515.0,1190512.1,1230989.5114000002
11238,10286,NY,1256213.3,1207752.75,1288618.0,1535240.166666667,1844111.5,2165323.416666666,2406115.25,2479692.0,2615370.833333333,2637147.166666666,2533759.7,2551496.0179
78641,7964,TX,371851.7,362599.0,376413.58333333326,403538.41666666674,436675.75,465047.75,480738.83333333326,491334.58333333326,506054.58333333326,518836.75,529141.1,550835.8851
10314,10286,NY,526003.8,518160.0,500787.83333333326,492065.25,531054.6666666665,554822.6666666665,604045.5833333335,674912.0,760581.0,778813.4166666665,759978.3,789617.4537
19143,11414,PA,310672.4,281358.83333333326,273018.33333333326,270833.83333333326,302438.83333333326,315323.08333333326,338405.58333333326,364737.83333333326,401779.83333333326,450769.16666666674,470487.1,503891.6841
79938,4320,TX,211258.7,208658.5833333333,204379.0,202463.0,203548.5,201148.5833333333,201513.16666666663,206337.91666666663,205711.66666666663,216432.16666666663,223013.7,231934.248
91709,2654,CA,625928.6,631271.5,608392.25,687743.75,821183.8333333335,849386.1666666665,866086.5,898072.0,938462.5,935105.5,961844.0,1008974.356
11215,10286,NY,1818555.4,1871509.916666667,1953918.166666667,2133272.916666666,2385014.833333333,2727241.583333333,2937049.0,2965419.583333333,3082444.0,3119750.166666666,2965885.2,3031134.674400001
