index,City,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
141,Alda,NE,52196.3,51004.0,51654.16666666666,50393.75,51637.75,53915.0,57429.08333333334,60939.0,61634.25,66060.83333333331,70259.7,73280.86709999999
142,Alden,IA,,,,,,,,,68164.1,75889.25,78951.8,80688.7396
143,Alden,MN,69101.6,68088.75,68222.25,67400.33333333331,66734.75,68331.41666666669,67984.08333333331,73407.75,75974.58333333331,80897.0,83925.6,86527.2936
144,Alder,MT,,,,264376.0,260334.33333333328,250821.58333333328,211502.41666666663,211046.66666666663,247663.0,252327.0,239878.2,246594.7896
145,Alderpoint,CA,,,,,,,,,321035.11111111107,336953.33333333326,343893.4,343893.4
146,Alderson,WV,53012.0,50925.91666666666,50294.0,48814.66666666666,50337.83333333334,48757.16666666666,47663.16666666666,47646.41666666666,50807.08333333334,54682.25,56088.6,57659.0808
147,Aldie,VA,272577.6,271196.5,271724.33333333326,293336.5,315694.91666666674,327073.5,332413.58333333326,325063.0,333604.75,349657.58333333326,367776.0,389107.008
148,Alex,OK,,,,,,,,28348.0,25181.66666666667,25876.08333333333,28670.8,30735.0976
149,Alexander,NC,,,,129950.0,139964.66666666663,163539.16666666663,162867.25,181224.5,194965.66666666663,203849.91666666663,212735.3,223159.3297
150,Alexandria,IN,,,,,42667.0,42572.25,46727.25,48045.83333333334,50955.25,49155.25,54813.9,58486.4313
151,Alexandria,KY,,,,,,,,,108173.16666666669,107867.5,114811.6,119978.12199999999
152,Alexandria,LA,40281.8,41173.41666666666,41964.083333333336,42959.333333333336,45208.58333333334,38514.125,39757.83333333334,56670.333333333336,57992.5,54833.833333333336,53094.23333333334,55378.999566666665
153,Alexandria,MN,107293.7,106117.5,106471.25,110721.25,116289.41666666669,120977.0,127099.0,129415.25,132724.0,138564.5,149466.1,155893.1423
154,Alexandria,OH,124152.5,121253.08333333331,114538.58333333331,122682.25,123555.5,126157.33333333331,137258.33333333337,128860.0,145419.41666666663,153183.83333333337,159962.1,166200.6219
155,Alexandria,VA,236409.53999999998,228912.9861111111,223148.47222222216,230639.4166666667,237461.58333333328,237035.70238095237,236652.73809523808,240289.24999999997,244762.8333333333,254780.36904761902,271632.3,286421.04008571425
156,Alexandria Bay,NY,67465.0,69469.58333333331,73447.33333333331,75538.41666666669,75247.0,74785.0,76600.91666666669,79066.66666666669,96424.33333333331,98033.0,102201.4,106800.463
157,Alford,FL,51772.7,46787.08333333334,45579.08333333334,47842.0,53638.91666666666,60242.58333333334,61185.25,67182.91666666669,70177.0,71180.91666666669,74130.4,78133.44159999999
158,Alger,MI,45868.8,41538.75,40444.41666666666,41612.91666666666,43252.5,43430.083333333336,45567.08333333334,49341.08333333334,53918.33333333334,59044.75,60530.1,62830.2438
159,Alger,OH,66102.2,63727.08333333334,60105.5,56693.25,55589.58333333334,54556.08333333334,53246.66666666666,52907.83333333334,53898.83333333334,55551.66666666666,55111.5,57756.852
160,Algodones,NM,,,,,,,133855.3,140615.08333333337,146375.66666666663,158164.25,176863.5,182699.9955
161,Algoma,WI,115671.2,107657.75,102542.25,102224.08333333331,101603.83333333331,100876.5,103461.75,108014.5,111734.0,118920.58333333331,125808.5,130715.0315
162,Algona,IA,,,,,,92529.2,101550.16666666669,107946.33333333331,119513.66666666669,124878.5,127184.9,132399.4809
163,Algonac,MI,,,,63740.857142857145,71589.08333333331,118177.50595238095,110649.45833333334,121136.49999999997,131247.95833333334,137840.12499999997,149028.7,156091.1726
164,Algonquin,IL,150946.6,126898.0,112861.5,102544.91666666669,109492.83333333331,116114.75,116332.41666666669,124614.5,131603.58333333337,133361.16666666663,134456.7,139834.96800000002
165,Alhambra,CA,276942.5,265064.625,261372.24999999994,305990.20833333326,346124.625,364970.2083333334,376119.9166666666,407462.0416666666,461304.5,479640.16666666674,519352.4,548227.99835
166,Alhambra,IL,,184205.88888888888,191424.0,185623.0833333333,177656.5,172713.16666666663,184219.91666666663,185050.41666666663,184045.75,186899.41666666663,200920.2,211568.9706
167,Aliso Viejo,CA,,,,268626.0,278512.33333333326,284361.0,298201.75,321085.91666666674,344656.83333333326,348645.08333333326,353877.5,369801.9875
168,Allardt,TN,,,,,78217.8,74894.66666666669,75404.08333333331,83599.33333333331,95356.08333333331,103510.08333333331,104380.2,110121.111
169,Allegan,MI,99182.4,93717.33333333331,84461.33333333331,86968.66666666669,97619.08333333331,100594.41666666669,106498.25,112777.16666666669,106649.91666666669,115980.08333333331,124865.7,130859.2536
170,Allegheny Township,PA,,49971.45,48888.25,49760.08333333333,50598.16666666666,51078.25,63379.51111111112,64122.444444444445,65394.44444444444,72656.16666666667,79290.13333333333,82892.802
171,Allen,OK,139157.0,135249.5,133136.08333333337,123990.41666666669,131437.5,130776.08333333331,133642.75,140285.0,137374.33333333337,146333.16666666663,155608.5,163233.3165
172,Allen,TX,274182.5,264765.5833333333,268195.99999999994,289082.6666666666,331459.6666666666,352094.0416666666,376417.9583333334,403284.70833333326,427254.0,440347.0,453717.2,474032.63605
173,Allendale,MI,183301.8,169640.75,182834.91666666663,193192.25,206508.75,205965.0833333333,192288.3333333333,199870.25,216108.3333333333,241604.16666666663,244163.7,252953.59320000003
174,Allenspark,CO,242286.8,237064.83333333328,229912.75,247722.83333333328,256953.5,262906.41666666674,286506.41666666674,290697.41666666674,319958.58333333326,322714.41666666674,333374.1,349042.68269999995
175,Allenton,MI,,,,,,,140392.0,149175.58333333337,166990.58333333337,177046.25,188300.4,195644.1156
176,Allentown,PA,96841.39999999998,86323.66666666664,79034.86111111111,79728.19444444445,83059.44444444445,82755.83333333333,83605.66666666667,89145.69444444445,97244.41666666667,106954.7222222222,110845.16666666667,115842.75096666666
