RegionName,AGI
36726,55745.85635359116
36732,63787.878787878784
36744,45662.055335968376
36750,52200.8547008547
36759,39439.65517241379
36761,42697.36842105263
36768,39000.0
36769,41132.07547169811
36783,53593.75
36786,31814.159292035398
36792,54166.666666666664
36793,47142.857142857145
36801,64223.69765066394
36852,43762.62626262626
36853,82653.6312849162
36854,51124.06015037594
36861,84515.50387596899
36862,46757.64192139738
36863,48468.61471861472
36866,51194.96855345912
36867,56206.6974595843
36869,41831.86951066499
36870,54110.449735449736
36871,46627.90697674418
36874,67704.91803278688
36879,100471.69811320755
36907,41587.30158730159
36912,41893.93939393939
36922,40568.181818181816
99999,83408.90643231494
99501,94190.50715214564
99503,70502.66311584554
99504,72051.18312757202
99505,45789.47368421053
99506,43957.627118644064
99508,69391.8918918919
99515,117558.34829443447
99516,191032.71983640082
99518,82215.79961464355
99540,74531.25
99556,70925.92592592593
99559,80914.23948220065
99568,53846.153846153844
99577,123655.05090054816
99603,86391.8918918919
99610,87685.18518518518
99611,89569.76744186046
99631,63750.0
99639,75286.88524590163
99686,108312.5
99688,73939.39393939394
99701,67919.23551171394
99702,47732.558139534885
99705,81617.80973451327
99712,103139.14027149322
99714,72388.88888888889
99737,78722.82608695653
99743,90166.66666666667
99760,61171.875
99780,65718.75
99824,98827.43362831858
99827,73838.58267716535
85004,96474.5308310992
85006,50237.603305785124
85008,44095.51986475063
85009,35010.889856876165
85013,90302.59365994236
85014,75274.87961476725
85015,45789.96865203762
85016,103954.52169367486
85018,158487.35955056178
85022,78575.65511411666
85024,84222.57300710339
85027,58699.131850244165
85031,34281.4371257485
85034,47431.818181818184
85045,175828.69080779943
85048,141014.12259615384
85053,54245.11223750905
85054,129461.35831381733
85083,143336.19702176403
85085,124443.54183590577
85087,105247.05882352941
85118,106383.45195729537
85120,47024.91554054054
85131,54211.136890951275
85132,61682.42491657397
85138,66910.94360692351
85139,58166.666666666664
85145,58203.88349514563
85192,52611.11111111111
85193,44680.45112781955
85205,76205.95854922279
85206,65064.384422110554
85209,75421.75066312998
85210,48987.8892733564
85212,101449.3739793141
85224,78982.25241016652
85225,65949.39577039274
85233,94994.617868676
85234,103705.47640249332
85248,137318.20744081173
85249,160758.03981623278
85251,105228.0245746692
85253,290006.13496932515
85254,154209.49477351917
85256,52571.090047393365
85258,170136.71875
85262,261109.71524288107
85264,87016.12903225806
85266,242284.79853479852
85281,51352.97845373891
85283,71738.2459312839
85286,132401.57480314962
85295,109183.38777414839
85296,106815.30898876404
85298,148768.61042183623
85303,47023.12138728324
85305,66873.99030694668
85306,61861.13575865129
85307,53843.896713615024
85310,114099.89316239316
85321,44667.96875
85322,47788.46153846154
85323,48027.26766833611
85331,165989.03043170559
85333,34705.882352941175
85339,62945.75590155701
85348,45671.64179104478
85351,61398.565573770495
85365,70171.59450897572
85367,69441.55844155845
85374,73412.48665955177
85375,88063.5319454415
85382,81991.69602415702
85383,144874.73347547973
85388,73370.26591458502
85390,82615.38461538461
85392,63208.041958041955
85395,116912.17634709587
85396,101568.75
85534,55747.12643678161
85539,49207.92079207921
85540,86143.7908496732
85541,71677.21518987342
85542,38269.230769230766
85543,59324.81751824817
85544,81300.0
85552,78270.67669172933
85606,52642.857142857145
85610,48812.5
85611,65138.88888888889
85613,51761.36363636364
85614,86227.54491017964
85616,53950.47169811321
85617,51794.8717948718
85621,43681.86874304783
85622,102997.15909090909
85623,100766.80672268907
85625,50230.26315789474
85631,45700.0
85632,48666.666666666664
85635,63948.23066841415
85638,44285.71428571428
85641,107485.41666666667
85643,53049.242424242424
85645,45131.57894736842
85648,53816.56804733728
85650,94583.33333333333
85658,131303.8632986627
85705,36708.5308056872
85706,35050.68363979255
85708,51932.773109243695
85711,53368.83408071749
85714,34351.21107266436
85719,58654.73061760841
85735,54224.941724941724
85742,90690.40697674418
85743,89719.29163526752
85745,78645.89574595566
85746,45414.57985531441
85747,90124.89233419466
85748,91356.46687697161
85749,148718.9189189189
85750,171007.4318744839
85755,159447.8527607362
85757,52363.530778164924
85920,62619.04761904762
85924,47820.51282051282
85929,66802.32558139534
85935,85997.47474747474
85937,62541.11842105263
85938,55131.57894736842
86001,77298.54182655411
86022,41900.0
86025,47534.72222222222
86030,34634.14634146341
86034,39101.5625
86042,36298.07692307692
86043,34858.49056603773
86044,41443.96551724138
86046,62427.797833935016
86301,85677.08333333333
86305,114668.11751904244
86314,54776.60199882422
86321,73721.59090909091
86322,56686.04651162791
86327,67221.15384615384
86333,51069.81981981982
86334,52758.15217391304
86335,51950.26178010471
86336,118187.73234200744
86401,66738.82681564246
86403,59850.59760956175
86404,72420.84432717678
86406,76024.43609022556
86429,64852.02492211838
86441,35518.8679245283
86444,49186.04651162791
86445,36363.63636363636
86514,41263.44086021505
86547,35865.38461538462
71602,62076.98170731707
71631,39772.72727272727
71635,56997.767857142855
71639,47808.51063829787
71640,37420.21276595745
71642,56071.42857142857
71646,58953.97489539749
71652,48026.31578947369
71653,72609.28961748634
71655,62428.02303262956
71676,33552.63157894737
71701,56963.04044630405
71720,49454.02298850575
71725,36250.0
71726,41829.26829268293
71730,72085.9497645212
71740,54833.333333333336
71742,53121.69312169312
71743,45612.244897959186
71744,54188.03418803419
71749,55906.86274509804
71751,58437.5
71758,66718.75
71763,52500.0
71765,49146.34146341463
71770,48277.31092436975
71826,43071.42857142857
71827,46693.54838709677
71833,53322.36842105263
71835,49840.425531914894
71836,49716.981132075474
71837,51230.3664921466
71841,45750.0
71851,39909.638554216865
71852,54718.75
71853,43088.23529411765
71860,47891.56626506024
71862,44083.333333333336
71901,66207.6455256299
71909,85020.11494252873
71913,66559.46911689638
71921,47039.47368421053
71933,48125.0
71937,43888.88888888889
71940,44045.454545454544
71941,51643.83561643836
71944,42200.0
71945,41902.17391304348
71953,54344.795539033454
71956,42607.142857142855
71958,49453.125
71959,46800.0
71961,47121.21212121212
71962,47672.41379310345
71969,34772.72727272727
71971,47941.17647058824
72001,39687.5
72004,39069.767441860466
72007,73346.35416666667
72010,59448.05194805195
72011,63216.08040201005
72012,62333.01526717557
72013,51284.72222222222
72020,46912.878787878784
72021,48489.583333333336
72026,41964.28571428572
72027,51176.470588235294
72030,43695.65217391304
72031,54284.38661710037
72034,81864.68234117058
72040,49444.444444444445
72041,48900.0
72044,57426.470588235294
72045,59293.47826086957
72046,54028.66242038216
72047,57965.11627906977
72057,57875.0
72058,76731.57162726008
72060,41666.666666666664
72061,54305.555555555555
72065,72042.41071428571
72069,45833.333333333336
72073,47287.234042553195
72079,52419.354838709674
72084,51375.0
72086,61858.97435897436
72088,56846.59090909091
72101,49410.56910569106
72102,49759.61538461538
72104,54692.26260257913
72106,63138.76651982379
72112,55877.581120943956
72118,48418.25902335456
72120,74962.09728363866
72121,50178.57142857143
72125,48014.705882352944
72126,54021.739130434784
72128,55367.64705882353
72131,65635.3591160221
72136,54253.73134328358
72140,40227.27272727273
72142,86559.63302752294
72143,70652.42946708464
72150,69337.94466403162
72156,61521.739130434784
72168,38000.0
72173,73087.12121212122
72181,56666.666666666664
72204,40533.165407220826
72207,174362.10131332083
72209,34194.56066945607
72210,72364.67236467237
72211,102897.57412398922
72212,170281.14186851212
72301,45381.799163179916
72324,47987.01298701299
72326,46147.05882352941
72335,43655.80448065173
72342,57048.61111111111
72346,34625.0
72347,44791.666666666664
72350,40887.096774193546
72354,45823.170731707316
72355,44487.951807228914
72365,44787.735849056604
72368,52361.11111111111
72370,49581.818181818184
72372,46268.115942028984
72374,48000.0
72386,50742.1875
72390,36425.0
72392,39218.75
72396,58923.67906066536
72401,61464.16706217371
72414,45000.0
72415,46078.43137254902
72419,50000.0
72421,34625.0
72425,35357.142857142855
72430,38461.53846153846
72432,53942.73127753304
72435,35192.307692307695
72438,52187.5
72440,41964.28571428572
72450,60055.22088353414
72455,53418.76208897486
72456,42222.22222222222
72458,40760.86956521739
72459,45348.83720930233
72460,44800.0
72461,55753.968253968254
72466,50227.27272727273
72469,48402.77777777778
72470,38541.666666666664
72473,47972.22222222222
72476,52801.20481927711
72482,41578.94736842105
72513,46565.656565656565
72520,32750.0
72536,40781.25
72537,48409.09090909091
72539,42343.75
72554,43014.705882352944
72561,55703.125
72562,49608.43373493976
72564,38088.23529411765
72566,45972.22222222222
72569,34117.64705882353
72571,55192.307692307695
72573,42708.333333333336
72579,50789.47368421053
72584,41750.0
72616,52843.24942791762
72619,46543.20987654321
72624,43088.23529411765
72626,52010.86956521739
72631,63661.20218579235
72635,45151.0067114094
72639,34833.333333333336
72641,44395.604395604394
72642,53029.41176470588
72648,40833.333333333336
72650,39484.375
72651,45288.46153846154
72661,47500.0
72663,36363.63636363636
72679,27045.454545454544
72680,38275.862068965514
72682,40714.28571428572
72704,84254.35126582278
72712,132058.55855855855
72714,92075.85644371941
72715,89644.60784313726
72730,79320.27649769586
72734,62416.15853658537
72736,78805.14705882352
72738,68578.43137254902
72744,53533.653846153844
72745,73885.01742160278
72752,28750.0
72758,119651.13217482886
72760,36363.63636363636
72768,40795.454545454544
72773,49767.441860465115
72776,38333.333333333336
72801,52050.15923566879
72824,43836.206896551725
72830,54197.95221843004
72834,56408.97755610973
72837,64555.555555555555
72839,40500.0
72843,52469.135802469136
72846,56689.18918918919
72847,54587.3786407767
72851,47142.857142857145
72857,45965.90909090909
72865,50722.22222222222
72901,47180.45112781955
72921,68402.90381125227
72923,46010.362694300515
72927,50113.63636363636
72928,44537.03703703704
72933,68823.5294117647
72936,70758.92857142857
72943,45703.125
72947,54839.28571428572
72949,55000.0
72951,49573.170731707316
72952,64062.5
72955,36666.666666666664
90002,35400.67994171928
90003,34305.555555555555
90006,40175.495262704564
90007,40465.29968454259
90008,72955.14950166113
90010,132372.2627737226
90011,34420.95823725339
90015,91257.15648854962
90016,59438.0784486558
90019,74383.88625592417
90020,60122.083559414
90022,40754.767902123065
90023,38219.96708721887
90024,193243.85510996118
90028,63944.51530612245
90032,56549.00964956831
90033,39450.44296788483
90035,135233.09608540926
90038,60586.79245283019
90039,112890.98740888006
90040,51199.825479930194
90041,102435.11450381679
90042,72484.70122390208
90044,37350.23961661342
90048,153275.039745628
90056,139010.63829787233
90062,42977.5662814412
90063,41944.835680751174
90201,38853.03068729394
90210,272400.4305705059
90211,190267.85714285713
90222,40300.0
90230,128822.24984462399
90232,142638.731596829
90242,59178.84130982368
90245,160150.2036659878
90249,62878.12041116006
90254,207331.59392789373
90260,56799.373040752354
90266,265993.5521688159
90272,279804.79774223897
90274,268478.9391575663
90290,176803.69127516777
90291,149360.46511627908
90293,155291.26213592233
90301,44833.03249097473
90304,43649.1760624458
90401,156255.41125541125
90402,276018.51851851854
90403,176670.1754385965
90405,168478.33223900196
90505,142942.91338582677
90601,82664.2219387755
90602,69952.61732851986
90603,107963.70967741935
90605,70144.813059505
90606,56418.380889183805
90620,76638.27433628318
90621,64988.116458704695
90623,110064.51612903226
90630,108483.28518365663
90631,84952.27832512316
90638,91072.38605898124
90640,60093.16239316239
90701,62091.9689119171
90703,118355.3685897436
90706,57190.86783891095
90713,101162.02090592335
90715,63535.606820461384
90716,40672.92006525285
90717,82415.49295774648
90720,159629.96389891696
90731,75249.52561669829
90732,127728.35394862037
90745,64661.903102126176
90804,57203.01171221417
90805,47816.739341085275
90810,52307.80430984275
90813,39064.114607797084
90815,124061.06285130301
91001,137879.90893568582
91007,121444.70667565745
91011,262034.03141361257
91016,95188.1993896236
91020,95975.60975609756
91024,173194.19237749546
91030,162206.93779904305
91042,80563.46623270951
91103,97580.84577114428
91105,229795.9940652819
91106,126027.9187817259
91201,80928.21782178218
91202,106724.29906542056
91203,76011.74934725849
91204,56980.56300268097
91205,58087.050805452294
91301,180422.82430213466
91304,84195.81911262799
91306,63908.514492753624
91326,156612.29792147805
91331,44548.24063564132
91335,58434.46601941747
91340,47750.32509752926
91342,60501.0487065952
91343,64761.94956718103
91344,100879.17485265226
91351,73923.7599510104
91352,54005.40159699389
91360,126593.67396593674
91387,104304.7263681592
91406,65680.52738336714
91504,106621.94159431728
91506,113138.45401174168
91604,167803.738317757
91605,48642.284569138275
91706,45770.56778679026
91709,113338.11475409837
91711,143496.28712871287
91722,61917.37891737892
91733,42183.06010928962
91737,124555.06607929515
91740,80283.16524437549
91748,73028.24988516307
91750,113597.12230215827
91752,71531.9083023544
91754,76702.12765957447
91755,59610.93247588424
91764,48961.17306897976
91765,109157.7896138482
91770,51479.030594706084
91775,116007.99289520427
91776,55224.93573264781
91784,146707.73313115997
91786,66296.25864172427
91789,111891.14832535885
91791,90110.6608478803
91792,63613.253856942494
91801,69516.19047619047
91803,68664.77272727272
91901,124114.98708010335
91906,65157.232704402515
91910,67488.52626211116
91911,54119.8347107438
91913,100784.29251406317
91915,108405.58412931667
91916,100170.45454545454
91917,47681.818181818184
91932,57133.36019339242
91934,47884.61538461538
91935,123520.40816326531
91945,57744.94556765163
91962,102608.69565217392
91977,62705.16448532013
91980,35429.292929292926
92004,69482.14285714286
92009,198621.103117506
92014,248105.22696011004
92019,99403.99802566634
92020,74339.80582524271
92021,66212.73493195075
92025,79166.66666666667
92026,86632.61136085002
92027,70554.35635792778
92028,95416.48156374945
92029,139689.09276248727
92036,77622.69938650307
92054,76804.0147913365
92057,81263.4989200864
92061,86081.08108108108
92064,150756.17283950618
92075,193321.1678832117
92078,131658.63177226813
92081,93583.2732516222
92082,106419.85138004247
92084,78140.91112103617
92086,53947.36842105263
92101,124309.83680870353
92102,54188.131313131315
92106,171832.12058212058
92108,93476.2084592145
92111,78200.84145261293
92113,37816.4116828929
92114,53130.043451272504
92115,67012.63883569514
92116,93013.99354144241
92118,178877.80548628428
92119,112157.87304204452
92121,176352.9411764706
92122,134498.69791666666
92124,115661.81953765846
92126,89792.61439657479
92128,147450.75913007796
92129,161464.73029045644
92130,243688.46002363134
92154,54732.915717539865
92173,39766.15646258504
92211,112569.66560509554
92223,81722.31107556977
92225,52258.36431226766
92227,60752.84090909091
92230,40442.708333333336
92231,38374.027657735525
92236,38166.85424873382
92241,46305.46075085324
92242,43040.54054054054
92243,56618.02030456853
92251,74760.82004555808
92260,91984.40822111977
92270,169704.06905055488
92274,36650.14164305949
92276,47413.793103448275
92282,46829.26829268293
92283,35000.0
92284,60449.46808510638
92307,70072.24563515955
92308,65573.61963190183
92310,52817.02898550725
92311,50382.40131578947
92313,76578.07308970099
92316,45284.900284900286
92320,79145.92760180995
92327,37125.0
92335,42029.599606976175
92336,74421.24375851112
92337,57159.88372093023
92339,94705.88235294117
92346,76004.090377873
92347,42125.0
92354,91108.34990059643
92365,48531.74603174603
92371,59926.28992628992
92374,83514.13811854269
92392,53409.09090909091
92399,87504.18935902807
92405,42000.80192461909
92410,35525.27646129542
92503,68526.18679050567
92504,67384.69601677149
92505,56621.99630314233
92507,59304.05405405405
92508,106689.8898250162
92518,108152.17391304347
92530,58148.30875975716
92543,41921.933085501856
92545,54669.506462984726
92548,42404.94296577947
92555,68569.87493202828
92561,105273.4375
92571,48705.452984113355
92583,45991.7695473251
92584,83422.34089897641
92586,54585.843373493975
92590,104305.55555555556
92591,95356.54827968923
92592,115647.48736247398
92595,71899.14865749836
92596,91862.01163757274
92602,168186.47540983607
92604,128979.11832946636
92610,165060.3448275862
92629,150558.3038869258
92637,87003.52822580645
92646,134738.89659958362
92651,209835.14190317196
92653,137073.49966284557
92655,45224.35897435898
92656,135402.37724084177
92660,218729.7824874512
92662,189948.27586206896
92663,167111.98884758365
92673,205360.34353995518
92675,128690.0
92676,139625.0
92679,218570.70707070708
92691,120574.3664312422
92694,220716.37426900584
92703,41375.222816399284
92782,164542.36006051436
92801,51008.44772967265
92804,54724.00513478819
92805,52943.14381270903
92808,158524.84472049688
92821,114883.35925349922
92832,66846.44670050761
92833,88548.65771812081
92840,56196.89221085759
92841,58212.0253164557
92843,48138.014527845036
92860,104377.28102189781
92861,241855.40069686412
92866,83200.86705202312
92867,122483.38445807771
92868,65113.32728921124
92870,102559.09455128205
92886,166170.48896581566
93001,90706.87418936446
93004,97402.3303632625
93015,67364.69072164949
93021,130708.66141732283
93023,114173.79679144385
93035,94010.18922852984
93036,70801.29745314752
93060,59969.072164948455
93063,103808.07522123893
93065,112734.68519568916
93066,147179.8780487805
93101,83817.3455978975
93105,151433.53941267388
93108,247500.0
93110,134529.03225806452
93111,145616.10076670317
93202,41156.25
93205,42076.92307692308
93206,53000.0
93210,59283.653846153844
93212,45982.65895953757
93215,42380.478087649404
93219,31915.322580645163
93221,75293.867120954
93223,36331.25
93224,63750.0
93230,65461.04629281144
93238,79852.94117647059
93241,33163.86554621849
93242,54062.5
93250,37161.016949152545
93254,50673.07692307692
93255,42058.82352941176
93256,36016.48351648352
93265,103189.6551724138
93266,41991.52542372881
93267,46746.7248908297
93277,68148.44835572025
93280,44668.19221967964
93283,43815.78947368421
93285,50246.91358024691
93286,48023.74301675978
93291,81525.34965034966
93301,63047.80876494024
93304,39221.55688622755
93305,40740.589198036
93306,64694.69026548672
93308,67636.36363636363
93313,60880.26607538803
93314,136421.23287671234
93401,120118.54951185494
93402,94150.80527086384
93405,105901.27388535033
93420,121098.48484848485
93426,94350.0
93427,99754.09836065574
93430,120788.59060402685
93433,77393.88794567063
93434,50173.716012084595
93436,67948.29842931937
93445,58689.23611111111
93446,89387.70325203252
93450,49722.22222222222
93455,91971.22479094933
93460,147251.7730496454
93514,82206.61157024793
93517,60000.0
93523,75223.21428571429
93535,46017.09115281501
93536,86630.43478260869
93545,74107.14285714286
93546,87857.14285714286
93560,66266.27218934911
93591,43112.64822134387
93604,110757.57575757576
93609,52488.78923766816
93612,51485.771012574456
93618,46941.62436548223
93620,53608.24742268041
93622,45860.148514851484
93625,66137.02623906705
93628,35357.142857142855
93630,53457.10627400768
93636,101355.421686747
93638,42359.58149779736
93641,57115.38461538462
93643,74307.69230769231
93645,72500.0
93646,34552.13903743315
93647,34847.560975609755
93651,104216.86746987952
93654,56226.5306122449
93656,54323.14410480349
93667,78308.0808080808
93701,30309.9173553719
93710,57551.9584332534
93720,110827.56232686981
93722,57584.411930219474
93723,79703.125
93726,41122.17598097503
93727,56043.98221657669
93901,82511.94267515924
93905,44604.268983755195
93906,60938.41642228739
93908,192814.56953642383
93920,65037.31343283582
93924,161444.44444444444
93927,48979.46084724005
93953,248293.83886255923
93955,61959.45945945946
93960,59552.7950310559
94002,233899.11634756994
94010,252277.48691099478
94014,79564.31123461691
94020,182467.53246753247
94028,345226.6081871345
94040,242088.7573964497
94041,242617.3402868318
94043,242765.4733009709
94044,152333.08605341247
94070,264640.35646085296
94074,67115.38461538461
94080,116451.6590389016
94085,191629.4458229942
94086,209883.81573583366
94102,131542.88377874455
94104,262421.875
94108,123199.03581267217
94111,245156.25
94114,237835.92989289193
94117,195303.26086956522
94121,142175.46516659454
94122,140085.29776674937
94124,70037.66233766233
94130,46273.148148148146
94133,143157.26902173914
94303,154867.54229741762
94304,275292.68292682926
94305,186989.94252873564
94306,249438.32599118943
94401,131897.04209328783
94403,186525.85822559072
94404,235390.31897034135
94502,204868.98016997168
94503,98504.37743190661
94508,113283.58208955223
94509,64121.01593625498
94510,141749.47515745278
94513,134100.50251256282
94514,79909.09090909091
94523,153648.3390607102
94530,147794.54545454544
94533,71034.83309143687
94534,137972.35023041474
94536,169422.06790123458
94541,79436.10223642172
94544,74292.40235420011
94546,122871.47266313933
94547,115439.60244648319
94551,140064.53969800292
94552,204401.73796791444
94555,213723.90891840606
94556,267762.4309392265
94558,117639.57816377172
94560,137059.26401369277
94565,67664.83516483517
94571,92028.03738317757
94572,78652.0737327189
94574,155759.49367088606
94577,93196.0626757734
94580,78798.59249329759
94583,250579.43925233645
94587,121019.9146514936
94588,215048.16375677302
94590,60103.988603988604
94591,90419.94281629735
94592,144888.88888888888
94595,171027.39726027398
94597,162820.08368200838
94598,224652.41635687734
94599,126714.28571428571
94603,51722.04472843451
94608,113634.64886825305
94609,115181.67456556082
94610,161353.52973874376
94612,117436.04004449389
94618,244215.4105736783
94619,132993.97590361445
94703,123044.74708171206
94704,79974.22680412371
94706,157642.7801724138
94708,258040.20100502513
94803,98715.41501976285
94901,156536.61616161617
94920,303957.32689210953
94923,139366.66666666666
94930,160330.62645011602
94937,128317.30769230769
94939,241662.2340425532
94945,156502.8409090909
94947,144422.131147541
94952,128961.97007481297
94954,114258.62068965517
94956,117250.0
94960,225727.02331961592
95008,181549.7076023392
95010,108638.47583643123
95012,50657.3896353167
95020,120330.27045769764
95032,262073.21699544764
95035,162203.66379310345
95043,68600.0
95046,117032.6409495549
95050,153616.09570418706
95054,232954.54545454544
95060,128504.67289719626
95062,107446.44870349493
95064,88106.06060606061
95065,143827.9301745636
95112,97860.07025761124
95113,176325.50335570468
95116,60664.90532804932
95118,168113.97779229263
95119,157233.4004024145
95120,273796.34831460676
95124,215247.47030356358
95125,203527.93834296725
95127,86431.98287220026
95128,142366.6067146283
95129,223404.02392604676
95130,189710.77654516642
95131,155551.8018018018
95135,235201.9427402863
95136,138819.56912028725
95138,214611.29753914988
95139,163672.3602484472
95148,126774.65095986039
95202,34302.63157894737
95203,47888.34951456311
95205,40397.538256819695
95206,47435.336976320585
95210,44384.42211055276
95212,76532.06168831169
95215,57827.282728272825
95222,92473.26203208556
95223,91279.06976744186
95228,105076.5306122449
95230,62265.625
95231,57674.41860465116
95240,65842.5925925926
95242,102514.15857605178
95246,59221.311475409835
95249,67898.77300613497
95251,62500.0
95255,48731.34328358209
95306,91418.91891891892
95307,53823.60813704497
95311,54233.333333333336
95315,47601.74418604651
95317,50530.30303030303
95320,90112.61261261262
95322,58192.01995012469
95324,73189.10256410256
95328,47413.294797687864
95329,73537.7358490566
95330,79485.87819947043
95335,45000.0
95338,72901.58371040724
95340,77302.43722304284
95348,56672.03867848509
95350,64218.33773087071
95354,57802.171860245515
95361,93623.4610123119
95365,38283.78378378379
95374,49963.23529411765
95376,73621.71592775041
95380,57827.743902439026
95383,91562.5
