State,State_Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GA,Georgia,249237.5514386898,233412.46165010627,228616.15947265623,242666.5358488546,260372.1911577609,273375.6463836479,284956.61613904394,295395.2308338392,313113.6141258316,326987.0447670904,335556.17949183297,350561.5674418183
HI,Hawaii,735985.3680000001,691909.637978142,684452.7773224046,686049.7451779703,727218.6910317462,750018.7007042253,765637.6464300541,796398.9054054052,828701.2999999998,847327.0655555557,859051.1773333334,891921.8170919998
IA,Iowa,190014.56882500963,187072.73360417655,182779.66330151333,179095.454956977,180684.089169827,178451.07947438446,183643.25315126032,190026.4114478114,191780.6769191251,198398.56230735366,204078.1022457065,212856.96888439177
ID,Idaho,265621.2034682079,242303.01403985504,244327.95511841096,261178.02991228085,274828.20823520183,283687.46160130715,302080.5207317073,323720.69895330106,355773.19158730144,388753.02222222247,411011.02952380973,433729.73024497635
IL,Illinois,275702.1596279617,258538.53278506515,252127.52303658117,256789.52974664216,265872.9001326261,268598.6924259672,271941.609249859,276877.4308607952,281941.9096296299,285590.07026748935,287307.6485185184,298749.5773070365
IN,Indiana,176750.15285795135,173840.58963963971,173368.2905676126,175963.66322930824,180885.98401751491,187074.48482125174,191700.11712513486,199541.30681576126,211548.8062334918,223348.74313259358,231442.1744849446,242323.34101299496
KS,Kansas,197397.9300556402,190074.1865079364,189194.54751655628,191682.46001082254,189815.7383361678,193175.41240107635,193972.33405231262,195505.5609279262,197895.4198584972,205476.43144208047,210812.6985815603,222084.99215314016
KY,Kentucky,192520.94784617808,186991.7376514365,180880.644269341,182024.0534634039,181397.85988656405,184401.59329660228,190036.14137174212,196942.96460121786,203559.93283383292,210561.13714063726,217162.40885780894,226865.91719999997
LA,Louisiana,278823.08118609403,272782.6213283404,272627.1522578728,278480.3522599736,282588.29786729853,284786.4664038115,289167.20482580015,292709.45699588483,293029.3052287583,296013.72973856237,300267.86627450987,314455.9005023906
MA,Massachusetts,576628.9142018782,565565.1440845327,560148.7526484358,587511.2872076023,617589.735849802,637102.1802575112,658435.8033622688,686721.976736111,722092.8998613992,736719.9249826747,752581.4430353438,784227.887409791
MD,Maryland,457538.55081521766,451220.39456233406,439014.09418402775,451834.5490069086,468540.7811426118,470368.5817094021,471596.3207264959,483102.6890451834,498099.83278341795,501480.7762267344,508042.2715736041,530174.9219974615
ME,Maine,305146.06477272726,298550.1693243244,290094.56738578674,292193.84376198146,291263.7167853434,291222.6755107125,294725.26214985986,300360.6550813008,309005.4568511198,319229.34057970997,333433.6711462451,350380.9817250997
MI,Michigan,197911.9493816771,192058.26863658222,191902.0581641326,202555.5061805558,216542.98753335094,223458.26730012882,230968.5174331551,241217.3242277993,254334.97493871817,265981.9603375525,272883.8888607593,284859.4461111812
MN,Minnesota,230389.42878750805,218913.45181281626,216134.96339485483,229211.68397543282,242553.23273524712,250231.43664129032,259631.15430987166,273511.8860706704,287960.65752668853,299366.51724591915,308987.632227488,322653.4210137442
MO,Missouri,227000.30541995703,218450.36141514647,210898.22665203203,210618.30051322738,214716.88360646204,217668.39169992894,222566.68143730736,229894.9505453696,237631.04989499805,246821.2618843069,253225.97817869403,265753.00641005224
MS,Mississippi,227856.8114583335,220474.1396083135,214405.7240677322,213614.0469187675,209552.56596093526,214392.8807219662,216562.34578993064,219476.66379166674,221806.90488192005,227507.5918699186,232865.0297560978,243145.64817512195
MT,Montana,310951.10835629026,297594.78818897647,297965.0468750002,308930.16816127923,322266.95048309176,326029.4219033012,334018.38882352953,346399.6722868217,359140.26441582094,376403.2349726778,395704.75628415303,415624.89055901644
NC,North Carolina,318143.8258562696,303415.35130426113,294268.3687981055,295512.4988212558,302687.1754581902,304730.86102062993,312486.61077170406,323788.97756069456,338110.603481013,352103.4215453589,362880.4705696203,381282.57077165577
ND,North Dakota,190705.62608695662,198966.9407242064,208319.37452830185,228975.74848484853,233361.81948853616,236810.179086641,238444.67962962962,242781.07083333336,243612.78493975903,247427.69979919668,252496.06746987955,261929.08337804876
NE,Nebraska,183099.123542601,180771.4007615671,181715.04811715498,187828.1204149934,193448.73786181136,198711.718159204,203120.40163586405,211857.89164122293,219584.7862618041,230544.35574894503,238606.77183544319,249189.64908949062
NH,New Hampshire,380775.51159420284,378245.29756335274,371223.4935823756,373762.08342391293,379248.2107979938,385410.29315068515,396359.21457399067,410196.7544843048,434012.2360863094,451243.3139880952,465059.8491071429,486428.55484464305
NJ,New Jersey,563201.1923847696,540307.9722770107,521129.26192810474,524784.6206549933,544043.192406692,551997.8197756411,552563.9765508189,560344.3753759405,577646.9422552169,588127.5480649184,595352.8998127336,622396.7386848034
NM,New Mexico,323417.0000000001,311666.14668209886,302721.46711711714,304734.34333333344,316856.52004219417,307341.6384469696,307342.1542124542,315877.5965579711,324701.9476950354,340088.01152482274,351723.28510638303,368327.61360638303
NV,Nevada,333387.4752136753,306645.5346045196,296806.4597457626,344223.2605042017,398509.9348739496,427178.3375350141,446125.3113095238,465540.78371833084,511307.2960704609,540663.4620596205,548106.7569105692,576559.7515877049
NY,New York,401470.9917005644,412628.11320061126,413357.38141543366,423565.79522355826,455377.03712931427,475831.3126878853,509667.05881202,544881.441268034,562321.5980041112,570096.163283935,569580.6491623704,590070.918901684
OH,Ohio,184097.33222381334,177889.18829913327,175196.73545716848,176322.35124533784,180187.7205986858,185817.94058798315,191595.25794643976,200002.75789379276,210375.77691040863,220276.97366560597,227877.6090137858,239265.80225600422
OK,Oklahoma,206326.21267361112,200999.45993589735,199783.67471698107,203425.67506127435,208750.42972322513,213237.95024399395,216075.14529921918,220109.27527777763,222698.7244810744,229889.1015779094,237697.2807692311,249322.6771441793
OR,Oregon,327392.2374074072,305424.5199142157,298978.81763990235,317657.7701438847,338885.77308598347,359965.3278356481,389229.88272104604,414446.1117777776,436831.9702603592,452928.8597359734,466418.1419141913,489949.4733877076
PA,Pennsylvania,266986.9792785812,254346.90758984286,246624.12288759087,248853.97213675219,254491.5341051058,255980.10716508838,257608.52695868985,261738.70578085445,271140.5386890666,280422.82112196536,287851.89520426275,302735.0763955279
RI,Rhode Island,426988.57076923084,415460.8330808082,393554.087121212,400548.4053030303,421542.6405472636,425064.18259803916,441341.5404411764,464177.66789215687,491125.5404411765,504935.8823529411,521744.1588235294,546157.2871779411
SC,South Carolina,316284.6640666667,298820.78944762575,290637.1169658121,292577.11633795284,297081.0173897079,311495.8115724383,319454.2064102562,326779.90247126407,339330.49069634697,349989.053082192,359033.871917808,376182.19988835603
SD,South Dakota,216929.6960796388,215787.87529274006,220342.4760869566,223963.67362637364,228812.485696041,235762.37445652168,239270.54042328036,250095.88012065098,262481.5774336284,277381.69100294996,286745.59823008854,299071.4828654866
TN,Tennessee,243172.67679487183,238957.84906223378,236073.19963789693,241430.20611829095,248828.9042807895,255797.94674418634,263994.3148950177,276356.53369125444,291820.02650862053,306010.92456896545,320094.2280172414,336395.95610624994
TX,Texas,270097.1913043972,264470.32397910755,265273.01799153327,278154.31825101277,296455.35112713,314935.1475414779,331172.20860350796,345900.20967886486,359088.07671296305,371524.7426169591,380193.82263157907,397448.6353665207
UT,Utah,283571.8388392856,270177.7881944445,269661.4089743589,290651.6692156864,309500.3462532299,319509.0383429672,336828.745285714,360484.66903409077,391292.9176136362,420186.9588068182,439772.0738636363,462758.88189659105
VA,Virginia,384659.5758685758,374449.83208967414,371693.38936507935,376336.37774128816,383965.47322583775,385716.05160493794,391318.3767249758,399737.4507886978,408974.96291152283,420752.66872427997,431577.67669753125,451616.78147608077
VT,Vermont,288724.4561594201,288536.97975352115,289329.40967365983,289868.4710648148,288555.50709459465,290833.4124761904,291645.7003865182,292409.25989583356,303938.38243123336,312906.05590062117,321409.998757764,334723.32994906825
WA,Washington,360175.58080308035,335025.81531165296,324802.10275119636,345577.73777515686,368703.4144705879,389587.7647892717,427369.031074921,469102.9516177576,515970.9942322092,535788.220224719,561128.7114606741,591995.791081532
WI,Wisconsin,222744.67387331248,214534.81727828726,208497.78235635042,212160.6157087663,220075.42706404338,225249.21747404855,233260.73010536397,244154.1648461789,256372.27663426718,268070.37621497974,277886.0056603773,290844.02479999984
WV,West Virginia,181023.52175402534,171664.20722222223,166586.16051136362,167229.36721611724,163622.29316602417,146806.029485976,144821.84298223426,143496.35546130952,144163.59309739605,147872.48362658854,150019.56862170092,156415.3687417645
WY,Wyoming,333179.5213114753,371889.7909226191,369493.81380952377,384405.50630630634,393939.8533333333,405572.00129870133,416708.4383116883,416019.9069958849,425419.92771084356,433210.1144578315,446449.4578313253,463307.06220843364
