State,State_Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GA,Georgia,89562.17096188746,82116.24031072973,77842.59401611607,80459.42592139603,86984.66726089419,91653.22628635357,95875.28213114763,100549.40691318328,108966.60153304576,116763.29425013247,121605.73386327512,127072.82858473776
HI,Hawaii,476503.03333333327,442123.58265027317,418286.0100427351,425296.15070422535,445894.8476190475,462353.4989316239,480256.1111111112,503849.56837606814,518873.7950617286,533402.9598765433,548914.6592592594,570038.1517506174
IA,Iowa,85418.97669984521,83860.79957302714,82581.76605156073,81183.526728129,82139.6769414884,82131.12966411098,84373.23621959245,87011.99386391127,89065.502376438,92273.70673252853,94817.69791437991,98944.23851354618
ID,Idaho,134261.64399999994,120589.42810077513,119733.03470319629,125592.26682900432,131719.73579970107,137542.1604027286,147411.0425925926,158037.0614016735,174607.69804741984,191980.2562761507,204791.78535564846,215529.70540920514
IL,Illinois,110114.89699733946,101674.97759292828,95727.73279527303,95482.88315691572,97986.53591601436,99923.42359625663,102096.88464622805,104938.97588712702,108142.22666902262,110076.71923314773,111220.80834879402,115820.99796176743
IN,Indiana,82466.39335142462,79990.36280678274,79006.78828968777,79218.97001763673,80391.5667973857,82603.91814236119,84484.8041774892,88062.44431427681,93738.58783783777,100008.57389532386,104652.43577863583,109462.63179742606
KS,Kansas,85942.27643291707,83432.2171688638,82660.24343575415,82089.37411478927,82672.29250688374,83443.9472544724,84503.71169516754,85410.44764631441,114984.83554282064,119777.00217536815,123448.48975903608,97862.68652413077
KY,Kentucky,74036.53274360669,71486.52330799281,66696.98146997317,66731.29348282987,65856.6921179509,67406.74075282742,69860.4956189211,71672.6779836451,75309.55420660277,78424.0764110756,81098.77891373794,85341.38614959216
LA,Louisiana,98577.37284784782,96735.72820256131,95162.48550582163,95829.72166252078,96859.75898660797,97995.91167581514,101764.77187610937,103997.15151515155,105241.76919672918,106506.99999999991,108333.87030303027,112836.98240213408
MA,Massachusetts,286424.3570570571,276329.004681648,266293.45815138245,279769.7984161268,297564.2889510974,309574.5376454484,321467.17803487595,339148.4732262383,360206.23460508714,369573.9208500667,378978.47329317284,396221.5472825297
MD,Maryland,205091.30919540225,194765.594829077,188096.26045400245,191860.28661075982,198829.317109929,199504.2347185575,200461.22430555546,206350.30346320337,213437.74939091908,218852.83419466007,222468.4948320415,232348.6473498707
ME,Maine,165063.8271392082,160129.4008515815,155249.99366471724,155748.5556221461,156392.57829983337,158007.7945048881,159771.6933944593,164658.30091185417,171771.42197197207,178252.42067067078,187043.64294294303,196282.81982779445
MI,Michigan,89856.95812988741,85351.2217323587,84369.7309760085,89345.30004535655,95969.32245460161,100378.00123219854,104540.84797505444,110244.52927915516,118021.27139387134,125077.27475710011,130011.10874439462,135845.14277280905
MN,Minnesota,122187.95232426307,114915.12026436771,111720.24953985841,117334.23754528984,124057.13301767659,127476.14896657868,133226.60063907033,140959.97697482645,149776.46134278268,157000.32000000004,162770.2678709679,170060.115229199
MO,Missouri,93204.69419818754,88008.89837618721,85137.8815230868,84998.84120762169,85717.86281194298,87703.03928647112,90590.3721247614,94250.838916713,98785.40134537082,104129.34169764575,107830.32664188351,113172.69996966279
MS,Mississippi,79515.06515151511,76361.61950721903,75130.71656212662,73963.52072086406,73577.03165092485,74969.42069783896,76004.3829802644,77228.440891707,80058.39710501043,83063.44395017799,85418.16192170807,89216.46042206412
MT,Montana,179603.23052208836,172879.4671568627,171468.53226744186,175944.82894703333,185036.35328014183,188363.66444264064,193141.2951541851,199396.11945636623,208900.69443801796,220430.5529689609,231120.79514170042,242637.0652878048
NC,North Carolina,112167.29966092852,105991.35243531202,101685.94287330325,100598.18772058822,102305.8882257805,103866.87284124746,106830.56617647059,111487.63687499995,118168.88328722902,124978.63416320889,130403.75089903186,136816.10452108172
ND,North Dakota,91986.19313725492,93117.50190329217,97504.52570621467,107362.6169354839,112802.30111111114,114909.53095238097,116600.83112998106,118583.65436090225,119981.9498281787,121834.14175257736,123628.98659793814,128792.57796041669
NE,Nebraska,92631.1979452055,90456.79164989296,88893.46687179494,90873.60199222548,93557.47838381775,96473.82545537349,100050.40709714947,105104.43734428838,110025.25975577022,116439.27576489538,120315.91618357485,125949.44450632617
NH,New Hampshire,177874.54832347136,173761.22744288467,171401.7622574956,178314.27234067753,182556.4667488843,188437.9878787878,194834.06010638294,204808.96134751773,218057.71063829787,229000.2535460992,238279.18212765956,249322.45533106386
NJ,New Jersey,279968.97484536073,262954.3688303099,249304.38232026153,250051.14374538563,258312.09816231145,261947.74540337708,262466.91395061725,266642.28751526255,278814.9787864964,285128.54957420926,290394.64051094855,303537.5502157219
NM,New Mexico,150231.8878947368,140102.99316586193,138476.67354862398,141241.44644522146,144420.8403456048,139280.69075015894,140553.92606263974,143711.95229700854,148777.8841719077,156147.51153039827,162366.85220125792,169655.2892865385
NV,Nevada,140206.17478354974,127702.50041459367,121934.53358208951,141142.60370370373,163767.47716049384,175346.4714052288,185497.54541666666,198987.91568163902,226206.2830969268,243655.85933806156,250624.87943262406,262084.22688865248
NY,New York,213950.5216758863,211696.23541154835,208120.00862420854,211861.44008999833,221329.97987776587,229962.51428571413,236830.20667416486,246774.68236704273,258430.16993567263,264913.49018728774,267252.8911536167,275846.1234657032
OH,Ohio,86550.10636446884,82410.28500369548,79726.2058494733,79096.05810748103,80213.97484309852,82399.01695579453,84931.21897494722,88897.74416803081,94462.61411398034,100173.08014247548,104800.50934995545,109994.68269321434
OK,Oklahoma,53213.090693559796,52082.615978340065,51950.30782776645,52428.17599793108,54714.7459189141,56839.70074993795,58920.10887719791,61215.0572255401,63434.69311271762,65724.06175059952,68710.95845323744,71830.25099620939
OR,Oregon,177135.13363095236,163563.82674979884,158394.47763157883,168865.15344995132,181652.56344321396,192773.68378086417,208980.33930676628,224040.79785522795,238982.61111111112,251180.29466666692,260560.24906666676,273053.7671211229
PA,Pennsylvania,130079.38479346955,122885.5215271443,118688.68093028096,118164.29886378044,119016.87541306061,120248.11433115034,120272.91622046549,123352.73706143061,128527.64141508461,132921.2337811668,137222.66717501805,143832.68624610358
RI,Rhode Island,232048.54533333337,222459.96999999997,208157.7366666666,210603.39555555556,220144.9566666666,222693.92666666664,231556.61111111115,245305.89333333334,262486.9277777778,269976.371111111,280406.8333333333,293596.13181066676
SC,South Carolina,102014.65006535946,95575.06691151054,91573.30225502256,91275.7982828283,92707.16593959733,97597.19371204,102130.51773340885,105468.20835835833,110564.67867316233,116746.85054080628,121604.64100294982,127426.12633156334
SD,South Dakota,123012.97645140246,121864.68444444443,119027.6417361111,119970.8814756672,121295.92758537763,126116.30460317462,127713.63666583879,132314.9894094001,136513.55319794582,142930.79779411768,146180.8757352941,152427.68135882355
TN,Tennessee,85046.06238985324,82275.36787484508,80534.17826278653,81937.23237831185,84952.06835038816,88056.37551515152,93135.8198149978,99846.25661280677,106940.5692708332,113292.12916666671,119220.51232142867,125280.88424660712
TX,Texas,98338.3109696315,95787.97281321626,95040.08842169803,98946.84468767923,105750.85433754617,112913.36242837718,119744.26356764213,127193.93993521907,134397.60929943243,141711.37269652457,147072.21448565443,153857.82046481728
UT,Utah,167053.76394407655,155663.86884531585,154689.26136363635,165167.96256192503,174719.49874213833,181136.2909937888,193430.783126294,209241.46532091108,230200.8328157349,249592.20755693584,263955.65279503097,277774.90069565224
VA,Virginia,155513.9800921221,150624.37579877517,147077.49888108257,149161.31959634184,152713.3132160443,152866.2571921394,154086.8164922267,158117.7560856698,162366.01723324612,168811.28521573616,174481.79911167515,182481.9437897207
VT,Vermont,174465.0166666667,174927.8290298271,174202.2533505154,174046.2818877551,171934.43563888886,172282.23143564363,172478.70792079208,174901.63180354272,180787.34767628196,186998.99679487178,192532.73221153842,201065.7128975846
WA,Washington,196579.21587543553,179251.23369926825,168922.56293588888,178573.14627488752,191692.38012820497,206235.44996819348,227540.62341467605,251750.16898086332,280103.3850020731,294319.2658582089,310654.2203358209,327637.6124125235
WI,Wisconsin,117365.37461269365,112101.61365017277,108494.55887317994,108792.74520165205,112132.36320367214,115353.00590077066,119339.0788409272,125925.91750358697,134026.8825962909,141237.66250594385,147336.97332382313,154119.9679646222
WV,West Virginia,66505.66282614625,63411.14547589872,61610.46972179415,61481.49305809933,62460.99940652819,58012.50610749662,58503.369558682076,58745.3664694357,60589.55967465755,62442.879566210104,63957.59760273969,66691.02904490498
WY,Wyoming,167777.05340909094,165362.76863799282,173193.43653198652,180963.04571428572,184433.76257861633,195577.05679012343,199650.92363636373,199781.21910009178,203778.5305311177,211743.4616935484,219888.0379032258,229575.5752398374
